,Latitude,Longitude,TVD_FT,Vintage,LateralLength_FT,WellsPerSectionSameZone,Payzone_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,ClayVolume_PCT,NonClayVolume_PCT,WaterSaturation_PCT,PhiH_FT,HCPV_PCT,HeightOfHCPV_FT,TotalOrganicCarbon_WTPCT,CONDENSATE,DRY GAS,OIL,WET GAS,1ST BONE SPRING,2ND BONE SPRING,2ND BONE SPRING SAND,3RD BONE SPRING,3RD BONE SPRING SAND,LOWER AVALON,MIDDLE AVALON,UPPER AVALON,WOLFCAMP A LOWER,WOLFCAMP A UPPER,WOLFCAMP B LOWER,WOLFCAMP B UPPER,WOLFCAMP C,WOLFCAMP D,CHILD,CO-COMPLETED,PARENT,STANDALONE,EURWH_MBOE,OilEURWH_MBBL,GasEURWH_BCF
14198,32.710632,-103.689691,9794.0,2018,4380.0,2.0,316.0,71.85,2.59,293.58,0.073,0.056,0.13,0.8,0.16,17.63,0.04,12.5,1.78,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,176,150,0.2
14199,31.582049,-104.0201,9808.0,2021,8630.0,2.0,148.0,85.38,2.56,38.47,0.085,0.066,0.23,0.7,0.58,9.73,0.037,5.5,2.46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,603,232,2.2
14200,32.107978,-103.65837,12329.0,2018,5003.0,8.0,261.0,53.94,2.63,199.09,0.045,0.039,0.14,0.83,0.48,10.14,0.022,5.7,1.04,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,654,451,1.2
14201,31.782084,-103.930879,10244.0,2022,4649.0,4.0,218.0,77.08,2.57,49.43,0.104,0.073,0.26,0.67,0.54,15.87,0.037,7.9,2.67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1150,276,5.2
14202,31.879476,-104.222177,7848.0,2023,10749.0,2.0,634.0,68.11,2.62,210.0,0.055,0.045,0.15,0.8,0.3,28.83,0.034,21.6,1.53,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1579,395,7.1
14203,32.131096,-103.927566,10621.0,2019,7303.0,2.0,167.0,99.93,2.53,98.46,0.104,0.082,0.19,0.73,0.48,13.61,0.04,6.6,2.66,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1676,960,4.3
14204,32.138896,-103.587723,10755.0,2020,4917.0,6.0,403.0,70.12,2.56,36.67,0.091,0.072,0.2,0.72,0.43,29.14,0.041,16.4,2.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,598,507,0.5
14205,32.302811,-103.681828,10644.0,2019,7666.0,4.0,465.0,67.87,2.59,25.38,0.069,0.058,0.16,0.78,0.48,27.03,0.03,13.8,1.84,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1237,765,2.8
14206,32.049403,-103.672407,12248.0,2016,3901.0,1.0,181.0,66.39,2.58,67.96,0.065,0.054,0.16,0.79,0.61,9.8,0.027,4.9,1.45,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1653,1256,2.4
14207,32.000599,-104.196918,7476.0,2015,6741.0,5.0,250.0,75.62,2.56,38.93,0.088,0.073,0.16,0.77,0.36,18.29,0.035,8.8,2.06,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1375,470,5.4
14208,31.024867,-103.380128,10365.0,2015,4620.0,1.0,130.0,75.27,2.54,199.61,0.1,0.075,0.24,0.73,0.2,9.7,0.042,5.5,2.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,544,407,0.8
14209,31.506664,-103.316454,11161.0,2013,4169.0,3.0,85.0,107.96,2.55,51.44,0.096,0.071,0.24,0.69,0.41,6.22,0.045,3.8,3.27,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,537,385,0.9
14210,32.019954,-103.687543,9265.0,2015,6324.0,6.0,324.0,84.72,2.48,471.79,0.135,0.106,0.2,0.69,0.27,34.43,0.081,26.3,3.76,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,708,350,2.2
14211,32.341842,-103.396029,11233.0,2016,4563.0,1.0,626.0,50.99,2.63,397.13,0.043,0.041,0.08,0.88,0.33,25.96,0.028,17.8,1.04,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,101,79,0.1
14212,32.705702,-104.121275,7701.0,2018,9385.0,2.0,395.0,73.73,2.62,130.73,0.05,0.044,0.14,0.81,0.26,17.55,0.031,12.2,1.33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1201,706,3.0
14213,32.164253,-104.0955,9466.0,2019,4599.0,6.0,151.0,79.38,2.56,31.06,0.091,0.071,0.18,0.74,0.6,10.66,0.033,4.9,2.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,550,305,1.5
14214,32.107694,-103.642537,10618.0,2019,10094.0,1.0,420.0,66.25,2.57,60.85,0.083,0.066,0.18,0.75,0.24,27.82,0.044,18.5,2.13,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2229,1360,5.2
14215,32.270074,-103.80538,10084.0,2019,12699.0,6.0,473.0,65.51,2.59,50.16,0.075,0.061,0.14,0.8,0.45,28.75,0.03,14.2,1.34,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1675,1119,3.3
14216,32.167409,-103.502602,11075.0,2023,7320.0,8.0,481.0,64.89,2.56,64.5,0.085,0.071,0.17,0.76,0.26,34.14,0.051,24.3,2.31,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,962,700,1.6
14217,32.194582,-103.573623,10514.0,2022,9954.0,2.0,388.0,62.92,2.56,369.43,0.086,0.071,0.14,0.78,0.3,27.71,0.056,21.6,2.33,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,537,403,0.8
14218,32.165866,-103.550941,10960.0,2022,4690.0,3.0,466.0,76.43,2.56,40.06,0.088,0.071,0.18,0.74,0.38,33.08,0.044,20.4,2.22,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,490,345,0.9
14219,31.570067,-103.847261,10553.0,2020,10138.0,4.0,175.0,80.31,2.56,152.69,0.096,0.073,0.23,0.7,0.37,12.86,0.043,7.6,2.04,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1059,521,3.2
14220,31.653709,-104.047461,9555.0,2021,10337.0,3.0,155.0,84.3,2.56,163.19,0.088,0.07,0.2,0.73,0.4,10.98,0.045,7.0,2.81,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1723,565,6.9
14221,31.397054,-103.330877,10659.0,2013,5051.0,3.0,273.0,75.81,2.57,41.74,0.083,0.067,0.2,0.72,0.28,18.4,0.045,12.4,2.38,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,288,117,1.0
14222,31.591103,-103.429123,11199.0,2016,4231.0,1.0,110.0,67.53,2.49,42.97,0.13,0.1,0.22,0.68,0.32,10.98,0.071,7.8,3.29,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,452,274,1.1
14223,31.009204,-103.415759,10381.0,2015,5985.0,2.0,157.0,78.85,2.56,206.26,0.089,0.07,0.2,0.75,0.19,10.94,0.044,6.9,2.71,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,830,612,1.3
14224,32.04971,-103.377101,13201.0,2022,10232.0,1.0,224.0,76.43,2.54,30.32,0.096,0.07,0.27,0.65,0.6,15.67,0.028,6.2,3.07,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1534,1182,2.1
14225,32.109384,-103.310221,11739.0,2022,10043.0,2.0,106.0,79.28,2.59,153.91,0.071,0.06,0.15,0.79,0.33,6.3,0.045,4.7,2.09,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,997,675,1.9
14226,32.654074,-103.782849,9389.0,2016,4748.0,1.0,392.0,76.91,2.59,46.86,0.067,0.06,0.14,0.79,0.33,23.34,0.032,12.7,1.33,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,476,366,0.7
14227,31.80187,-103.250746,12161.0,2018,9726.0,3.0,339.0,79.27,2.53,83.53,0.107,0.086,0.19,0.72,0.32,29.3,0.06,20.4,2.98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1381,1112,1.6
14228,31.840974,-103.833298,10598.0,2019,8197.0,3.0,158.0,96.21,2.55,125.1,0.091,0.068,0.2,0.72,0.4,10.8,0.042,6.7,2.63,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2295,1328,5.8
14229,31.28178,-103.526432,10373.0,2020,9425.0,6.0,128.0,104.52,2.54,184.33,0.098,0.076,0.22,0.71,0.17,9.53,0.074,9.5,2.86,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1082,774,1.8
14230,31.812919,-103.543595,11686.0,2021,4479.0,5.0,162.0,91.96,2.52,121.53,0.111,0.092,0.21,0.7,0.29,14.54,0.057,9.1,3.01,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,489,293,1.2
14231,31.962795,-103.970788,9799.0,2021,7831.0,2.0,182.0,81.96,2.58,117.14,0.075,0.048,0.17,0.78,0.55,8.95,0.031,5.7,3.16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1030,583,2.7
14232,31.203945,-103.126352,10523.0,2022,7684.0,2.0,229.0,70.34,2.52,109.63,0.111,0.087,0.2,0.72,0.31,19.85,0.067,15.3,3.14,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,729,557,1.0
14233,31.780569,-103.694271,11391.0,2017,4596.0,2.0,134.0,80.18,2.53,131.88,0.103,0.083,0.19,0.73,0.32,11.14,0.06,8.0,2.79,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,566,341,1.4
14234,31.342609,-103.460692,10658.0,2017,9419.0,1.0,129.0,104.78,2.53,150.17,0.106,0.083,0.22,0.69,0.27,10.45,0.062,8.0,3.19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1249,784,2.8
14235,31.504483,-103.464481,11103.0,2019,10370.0,2.0,239.0,88.95,2.55,50.43,0.093,0.073,0.21,0.72,0.45,17.44,0.049,11.7,3.08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1331,456,5.3
14236,31.910584,-103.855068,10588.0,2020,4838.0,5.0,148.0,85.11,2.55,101.75,0.089,0.069,0.2,0.72,0.44,10.21,0.038,5.7,2.58,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,429,262,1.0
14237,31.753283,-103.565126,11031.0,2014,4016.0,1.0,319.0,57.82,2.54,20.0,0.1,0.082,0.19,0.73,0.39,26.09,0.041,13.0,2.09,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,409,264,0.9
14238,32.211285,-104.135825,9333.0,2017,4916.0,2.0,111.0,80.66,2.55,33.34,0.092,0.073,0.19,0.73,0.59,8.2,0.032,3.5,2.62,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,863,555,1.8
14239,32.220093,-104.050555,10731.0,2017,4716.0,1.0,384.0,82.15,2.6,25.75,0.067,0.049,0.26,0.69,0.8,18.65,0.014,5.4,1.52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1034,236,4.8
14240,32.167392,-103.650884,9701.0,2019,7175.0,8.0,458.0,69.75,2.52,713.87,0.111,0.094,0.15,0.76,0.19,42.84,0.077,35.3,2.78,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,953,583,2.2
14241,32.697557,-103.504248,9473.0,2018,4663.0,1.0,484.0,55.23,2.64,640.15,0.042,0.036,0.11,0.84,0.52,17.33,0.019,9.0,0.92,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299,255,0.3
14243,32.137657,-103.544754,9481.0,2012,4533.0,3.0,318.0,104.71,2.51,341.86,0.117,0.093,0.19,0.71,0.21,29.58,0.08,25.3,3.77,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,756,321,2.6
14244,32.121699,-103.806784,10194.0,2015,6673.0,1.0,502.0,56.54,2.57,28.14,0.083,0.069,0.18,0.75,0.47,34.49,0.035,17.3,1.58,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1018,632,2.3
14245,32.710257,-104.122587,7516.0,2017,6760.0,3.0,430.0,68.91,2.61,168.19,0.059,0.052,0.13,0.82,0.28,22.25,0.035,15.3,1.59,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,537,398,0.8
14246,31.743381,-104.114667,9453.0,2020,5000.0,1.0,209.0,73.83,2.56,39.72,0.089,0.071,0.23,0.7,0.51,14.73,0.041,8.6,2.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,916,243,4.0
14247,31.953485,-104.122825,9530.0,2022,16209.0,3.0,136.0,84.32,2.59,86.46,0.073,0.059,0.19,0.76,0.53,7.99,0.034,4.6,3.16,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2320,909,8.5
14248,31.911883,-103.887587,9323.0,2023,9734.0,5.0,666.0,59.81,2.6,277.96,0.061,0.05,0.15,0.79,0.36,33.63,0.032,21.6,1.47,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,798,417,2.3
14249,32.065758,-103.751961,8576.0,2011,4182.0,3.0,386.0,71.14,2.45,329.0,0.15,0.123,0.16,0.71,0.19,47.6,0.103,39.6,3.83,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,486,162,1.9
14250,31.916908,-103.446347,10895.0,2014,4380.0,1.0,555.0,73.64,2.58,145.39,0.075,0.064,0.17,0.75,0.23,35.39,0.061,33.8,2.07,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,262,204,0.3
14251,32.196444,-103.588818,11146.0,2014,4320.0,8.0,447.0,70.14,2.56,22.56,0.089,0.074,0.17,0.76,0.45,33.1,0.042,18.6,2.04,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,557,436,0.7
14252,32.311078,-103.644359,9732.0,2014,4420.0,3.0,250.0,80.37,2.53,1282.55,0.107,0.087,0.17,0.74,0.15,21.68,0.078,19.5,3.36,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,598,333,1.6
14253,32.233033,-103.961701,8938.0,2015,7155.0,1.0,328.0,73.3,2.58,34.56,0.08,0.067,0.15,0.77,0.38,21.94,0.024,7.8,1.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1157,764,2.4
14254,32.123135,-104.068092,8312.0,2013,4458.0,2.0,317.0,63.18,2.58,30.12,0.078,0.061,0.17,0.77,0.43,19.48,0.03,9.5,1.56,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,243,125,0.7
14255,31.805267,-103.299456,12520.0,2018,9860.0,4.0,273.0,77.93,2.47,26.08,0.138,0.111,0.22,0.67,0.39,30.3,0.077,21.2,3.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2286,1493,4.8
14256,32.198138,-103.559856,12461.0,2022,10114.0,6.0,286.0,61.45,2.58,111.43,0.078,0.064,0.15,0.78,0.47,18.72,0.036,10.2,1.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1132,792,2.0
14257,32.237249,-104.066213,10578.0,2017,4300.0,1.0,270.0,88.7,2.54,97.24,0.101,0.075,0.23,0.69,0.41,20.37,0.053,14.4,3.07,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,892,226,4.0
14258,32.181722,-103.703747,9180.0,2018,4406.0,7.0,471.0,82.4,2.51,251.16,0.121,0.097,0.17,0.73,0.21,45.8,0.083,39.1,3.21,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1079,115,5.8
14259,32.035669,-103.564848,12921.0,2018,7387.0,4.0,254.0,79.37,2.5,74.56,0.126,0.097,0.21,0.69,0.6,24.63,0.028,7.1,3.02,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1339,904,2.6
14260,32.198958,-103.568315,12573.0,2022,10213.0,4.0,323.0,63.94,2.59,366.58,0.07,0.06,0.13,0.81,0.33,19.25,0.044,14.3,1.91,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,968,719,1.5
14261,32.10007,-103.70838,11015.0,2022,7324.0,3.0,779.0,56.49,2.61,114.89,0.06,0.05,0.13,0.82,0.6,38.68,0.023,17.9,1.43,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,699,382,1.9
14262,32.500383,-104.135259,7784.0,2022,7361.0,2.0,433.0,72.3,2.6,161.39,0.072,0.057,0.14,0.81,0.31,24.86,0.034,14.6,1.49,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1117,638,2.9
14263,31.651904,-103.777238,10977.0,2014,4764.0,4.0,297.0,60.26,2.54,47.46,0.1,0.076,0.24,0.69,0.44,22.69,0.044,13.0,2.93,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,767,369,2.4
14264,31.894793,-104.142636,10022.0,2013,4429.0,1.0,420.0,81.83,2.56,65.34,0.086,0.074,0.18,0.75,0.3,30.97,0.058,24.5,3.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1086,259,5.0
14265,31.97155,-103.758389,11577.0,2015,3993.0,3.0,194.0,73.01,2.55,69.71,0.091,0.074,0.17,0.75,0.37,14.3,0.046,9.0,2.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,725,420,1.8
14266,31.779881,-103.289529,12537.0,2019,10050.0,2.0,311.0,79.76,2.47,15.63,0.138,0.112,0.21,0.67,0.39,34.92,0.072,22.4,3.45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1065,746,1.9
14267,31.768015,-103.746084,11027.0,2021,7723.0,5.0,151.0,96.65,2.55,99.05,0.093,0.073,0.21,0.71,0.32,11.05,0.053,8.0,2.82,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,578,278,1.8
14268,32.196222,-103.609166,11131.0,2014,4509.0,4.0,423.0,76.03,2.56,25.09,0.088,0.074,0.17,0.77,0.49,31.28,0.036,15.3,2.01,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,809,626,1.1
14269,31.439746,-103.363045,10681.0,2012,4768.0,2.0,323.0,82.0,2.57,32.04,0.082,0.065,0.23,0.72,0.3,21.02,0.048,15.5,2.59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,627,528,0.6
14270,32.114253,-103.624499,12811.0,2020,7255.0,2.0,240.0,77.22,2.56,43.87,0.105,0.081,0.22,0.72,0.44,19.44,0.044,10.7,2.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,993,562,2.6
14271,32.145784,-103.690953,9158.0,2021,12523.0,7.0,495.0,84.16,2.52,185.46,0.114,0.094,0.16,0.74,0.28,46.42,0.071,35.1,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3277,533,16.5
14272,32.049025,-103.773094,12611.0,2022,9812.0,4.0,387.0,70.79,2.52,32.26,0.112,0.085,0.24,0.68,0.61,33.06,0.051,19.9,3.49,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,832,189,3.9
14273,31.971714,-103.989811,10802.0,2015,4117.0,3.0,401.0,119.83,2.54,114.74,0.111,0.067,0.2,0.74,0.47,26.89,0.054,21.7,2.38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,721,285,2.6
14274,32.050384,-104.061421,10673.0,2018,4503.0,1.0,331.0,111.3,2.5,133.24,0.103,0.093,0.22,0.67,0.36,30.84,0.055,18.2,3.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1168,248,5.5
14275,32.167728,-103.625176,12462.0,2019,4656.0,6.0,339.0,57.0,2.59,432.31,0.069,0.059,0.12,0.82,0.32,20.0,0.042,14.2,1.65,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1140,679,2.8
14276,32.102213,-103.79793,11733.0,2021,7205.0,5.0,203.0,66.6,2.56,73.68,0.088,0.071,0.22,0.71,0.51,14.35,0.039,7.9,2.72,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,972,526,2.7
14277,32.035138,-103.467872,12895.0,2021,12455.0,5.0,146.0,89.55,2.52,226.97,0.112,0.088,0.21,0.7,0.23,12.81,0.07,10.2,3.37,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1302,1004,1.8
14278,32.30486,-103.900001,9508.0,2022,13021.0,4.0,434.0,67.04,2.6,46.15,0.07,0.053,0.15,0.8,0.32,22.85,0.029,12.7,1.29,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1427,795,3.8
14279,32.427546,-103.646864,10972.0,2022,7648.0,5.0,587.0,69.39,2.58,324.95,0.077,0.065,0.15,0.78,0.31,38.42,0.047,27.4,2.11,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,554,479,0.4
14280,32.457534,-103.588573,10155.0,2022,7246.0,1.0,397.0,53.95,2.58,776.77,0.074,0.065,0.11,0.83,0.22,25.63,0.056,22.2,1.48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,786,526,1.6
14281,31.56291,-103.6554,10529.0,2019,4303.0,2.0,174.0,58.91,2.57,143.44,0.081,0.063,0.22,0.72,0.26,10.99,0.05,8.7,2.5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,683,285,2.4
14282,31.804966,-104.186844,8903.0,2017,9411.0,1.0,155.0,93.31,2.57,77.48,0.081,0.065,0.18,0.76,0.44,10.15,0.041,6.4,2.59,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1977,659,7.9
14283,31.490397,-103.217795,11550.0,2019,8220.0,3.0,151.0,107.82,2.48,51.29,0.134,0.097,0.26,0.64,0.36,14.6,0.065,9.8,3.84,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1447,1204,1.5
14284,31.941153,-104.290732,8410.0,2019,10857.0,4.0,145.0,89.98,2.56,77.98,0.087,0.067,0.22,0.72,0.53,9.79,0.038,5.5,2.46,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1632,503,6.8
14285,32.304653,-103.686169,10664.0,2019,7696.0,7.0,537.0,65.18,2.58,24.78,0.077,0.065,0.16,0.77,0.47,34.81,0.034,18.3,2.04,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1204,739,2.8
14286,32.649363,-104.171842,8601.0,2022,4480.0,4.0,409.0,75.96,2.63,58.4,0.048,0.043,0.14,0.82,0.25,17.69,0.033,13.5,1.33,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,561,262,1.8
14287,32.728279,-104.055358,7904.0,2022,4689.0,2.0,274.0,77.05,2.61,168.34,0.054,0.048,0.16,0.78,0.28,13.1,0.039,10.6,1.62,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,726,395,2.0
14288,31.968642,-103.597892,9039.0,2018,9142.0,1.0,323.0,111.81,2.49,326.67,0.128,0.095,0.18,0.72,0.25,30.77,0.077,24.8,4.09,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1008,658,2.1
14289,31.07733,-103.624998,10618.0,2020,9814.0,1.0,273.0,68.22,2.58,151.92,0.076,0.059,0.2,0.74,0.53,16.22,0.041,11.1,2.34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,856,496,2.2
14290,31.832337,-103.256921,12209.0,2017,4592.0,1.0,188.0,87.89,2.56,162.62,0.087,0.068,0.22,0.7,0.21,12.81,0.053,9.9,2.82,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1152,680,2.8
14291,31.664159,-103.8954,10449.0,2018,4440.0,2.0,213.0,85.29,2.57,143.68,0.08,0.066,0.18,0.76,0.37,14.08,0.044,9.4,2.38,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1391,721,4.0
14292,31.9685,-104.025617,9848.0,2021,9604.0,1.0,155.0,80.25,2.58,206.71,0.076,0.056,0.17,0.78,0.51,8.65,0.029,4.6,2.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1952,913,6.2
14293,31.854927,-104.011206,9807.0,2021,4988.0,1.0,252.0,85.61,2.54,32.49,0.126,0.095,0.25,0.65,0.64,23.83,0.026,6.7,2.22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1689,640,6.3
14294,31.98648,-103.630294,10710.0,2016,4840.0,1.0,734.0,61.39,2.61,227.64,0.057,0.048,0.16,0.8,0.54,34.92,0.027,19.9,1.73,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868,502,2.2
14295,31.344139,-103.081107,10913.0,2012,6136.0,1.0,99.0,74.34,2.52,152.34,0.111,0.076,0.19,0.74,0.27,7.6,0.064,6.4,2.79,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,171,149,0.1
14296,31.971005,-104.227248,9075.0,2019,10078.0,1.0,137.0,94.98,2.56,134.43,0.09,0.073,0.19,0.74,0.55,10.02,0.038,5.2,2.69,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1357,508,5.1
14297,31.479084,-103.422656,11249.0,2019,9966.0,2.0,182.0,84.22,2.51,47.11,0.12,0.092,0.23,0.68,0.32,16.68,0.066,12.1,3.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1852,575,7.7
